codigo,titulo,autor,descricao,preco,link_livro,link_pdf,link_epub,tem_versao_imprimivel
Código: scat,Título: Spurgeon's Catechism,Autor: Charles H. Spurgeon,"Descrição: Spurgeon edited the Baptist Catechism for his own congregation in 1855, when he was 21 years old. On October 14, 1855, Charles Spurgeon preached Sermon No. 46 to several thousand gathered to hear him at New Park Street Chapel. The sermon publication contained an announcement of this Catechism. The text that morning was: “Lord, thou hast been our dwelling place in all generations” (Psa 90:1).
 
“I am persuaded that the use of a good Catechism in all our families will be a great safeguard against the increasing errors of the times, and therefore I have compiled this little manual...for the use of my own church and congregation. Those who use it in their families or classes must labor to explain the sense; but the words should be carefully learned by heart, for they will be understood better as years pass. May the Lord bless my dear friends and their families evermore…”—
C. H. Spurgeon
 
The 
Baptist Catechism
 
was written in 1693 by William Collins and Benjamin Keach for teaching the doctrines of the London Baptist Confession of 1689
.
 By 1738, this catechism was adopted by the Philadelphia Association of Baptists in America, the spiritual parent of all Baptist churches in the USA. Spurgeon edited and reprinted it in 1855, shortening the expositions of the Ten Commandments and the Lord’s Prayer. Thus, the catechism you hold in your hand is in essence the one used by Baptists in English-speaking countries to train their families for the last 300 years!",Preço: 0.78,Link do livro: https://www.chapellibrary.org/book/scat/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=scat&format=pdf,Link do EPUB: ,Tem versão imprimível: SIM
Código: sotp,"Título: Story of the Puritans, The",Autor: Erroll Hulse,"Descrição: The Story of the Puritans
 is a concise summary of one of the most important eras in church history, when brave, godly men believed and applied the pure truth of Scripture to their lives. They lived righteously and died boldly for Jesus Christ. 
The Story of the Puritans
 will introduce pastors and congregations to the teaching of the Reformation as it came to maturity in the Puritan movement. The lives and writings of the Puritans have left us a legacy of the transforming power of Christ’s truth that echoes down through the ages.",Preço: 1.23,Link do livro: https://www.chapellibrary.org/book/sotp/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=sotp&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=sotp&format=epub,Tem versão imprimível: SIM
Código: busgat,"Título: Strait Gate, The",Autor: John Bunyan,Descrição: .,Preço: 0.00,Link do livro: https://www.chapellibrary.org/book/busgat/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=busgat&format=pdf,Link do EPUB: ,Tem versão imprimível: NÃO
Código: sas2,Título: Strength Against Sin,Autor: Horatius Bonar,Descrição: a favorite tract about walking with Christ; sas2 (8p.),Preço: 0.17,Link do livro: https://www.chapellibrary.org/book/sas2/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=sas2&format=pdf,Link do EPUB: ,Tem versão imprimível: SIM
Código: bustru,"Título: Struggler, The",Autor: John Bunyan,Descrição: .,Preço: 0.00,Link do livro: https://www.chapellibrary.org/book/bustru/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=bustru&format=pdf,Link do EPUB: ,Tem versão imprimível: NÃO
Código: soco,Título: Struggles of Conscience,Autor: Charles H. Spurgeon,"Descrição: In this booklet, Charles Spurgeon encourages those who struggle with an overactive conscience—specifically, those believers who long to know and be cleansed of their iniquities, and those unbelievers who think they must have a deeper conviction of sin before they can trust in Christ. Spurgeon’s message consists of Scriptural consolation and instruction, a caution not to confuse the work of the Spirit and the work of the devil, and finally an exhortation to those who are struggling to trust in Christ. He concludes by urging the latter to simply “Come as you are! Take Christ to be your all in all now.”",Preço: 0.69,Link do livro: https://www.chapellibrary.org/book/soco/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=soco&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=soco&format=epub,Tem versão imprimível: SIM
Código: otsit1,"Título: Studies in the Life and Teachings of Our Lord, part 1",Autor: Reuben Archer Torrey,Descrição: This bible study on the Life of Christ in the Gospels offers provocative questions to help the student dig deeper and summarizes the doctrine of each section.,Preço: 0.00,Link do livro: https://www.chapellibrary.org/book/otsit1/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=otsit1&format=pdf,Link do EPUB: ,Tem versão imprimível: NÃO
Código: otsit2,"Título: Studies in the Life and Teachings of Our Lord, part 2",Autor: Reuben Archer Torrey,Descrição: .,Preço: 0.00,Link do livro: https://www.chapellibrary.org/book/otsit2/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=otsit2&format=pdf,Link do EPUB: ,Tem versão imprimível: NÃO
Código: si32,"Título: Studies in the Scriptures Annual Vol., 1932",Autor: Arthur W. Pink,"Descrição: Arthur W. Pink (1886-1952) wrote and published his monthly 28 page expository digest, Studies in the Scriptures, from 1922 to 1953. He mailed it worldwide by paid subscription to whomever desired the deeper truths of God. Each issue contained continuing serialized articles on six to eight subjects. In total, the 380 issues comprise a treasure of immense proportions. The 1932 Annual Volume contains the January through December issues of the Studies in the Scriptures from that year. It includes the middle portions of the series The Epistle to the Hebrews, the beginning of the two series: The Life of David and Assurance, and the end of the series Profiting from the Word as well as the complete series on Saving Faith and Prayer. Chapel Library has reprinted monthly issues from 1932 through 1953; visit our website. This annual volume is about 320 paperback-size pages.",Preço: 0.00,Link do livro: https://www.chapellibrary.org/book/si32/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=si32&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=si32&format=epub,Tem versão imprimível: NÃO
Código: si44,"Título: Studies in the Scriptures Annual Vol., 1944",Autor: Arthur W. Pink,"Descrição: Arthur W. Pink (1886-1952) wrote and published his monthly 28 page expository digest, 
Studies in the Scriptures
, from 1922 to 1953. He mailed it worldwide by paid subscription to whomever desired the deeper truths of God. Each issue contained continuing serialized articles on six to eight subjects. In total, the 380 issues comprise a treasure of immense proportions. The 1944 Annual Volume contains the January through December issues of the Studies in the Scriptures from that year. It includes the middle portions of the series: The Mission and Miracles of Elisha; the beginning of the series: The Prayers of the Apostles, and the Doctrine of Reconciliation; and Spiritual Growth or Christian Progress; and the end of the series: The Doctrine of Saints' Perseverance; as well as the complete series: The Path of Duty. Chapel Library has reprinted monthly issues from 1932 through 1953; visit our website. This annual volume is about 320 paperback-size pages.",Preço: 0.00,Link do livro: https://www.chapellibrary.org/book/si44/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=si44&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=si44&format=epub,Tem versão imprimível: NÃO
Código: si45,"Título: Studies in the Scriptures Annual Vol., 1945",Autor: Arthur W. Pink,"Descrição: Arthur W. Pink (1886-1952) wrote and published his monthly 28 page expository digest, 
Studies in the Scriptures
, from 1922 to 1953. He mailed it worldwide by paid subscription to whomever desired the deeper truths of God. Each issue contained continuing serialized articles on six to eight subjects. In total, the 380 issues comprise a treasure of immense proportions. The 1945 Annual Volume contains the January through December issues of the Studies in the Scriptures from that year. It includes the middle portions of the series: The Prayers of the Apostles, Spiritual Growth or Christian Progress, and the Doctrine of Reconciliation; the beginning of the series: The Life and Times of Joshua, and the end of the series: The Mission and Miracles of Elisha. Chapel Library has reprinted monthly issues from 1932 through 1953; visit our website. This annual volume is about 320 paperback-size pages.",Preço: 0.00,Link do livro: https://www.chapellibrary.org/book/si45/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=si45&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=si45&format=epub,Tem versão imprimível: NÃO
Código: si46,"Título: Studies in the Scriptures Annual Vol., 1946",Autor: Arthur W. Pink,"Descrição: Arthur W. Pink (1886-1952) wrote and published his monthly 28 page expository digest, Studies in the Scriptures, from 1922 to 1953. He mailed it worldwide by paid subscription to whomever desired the deeper truths of God. Each issue contained continuing serialized articles on six to eight subjects. In total, the 380 issues comprise a treasure of immense proportions. The 1946 Annual Volume contains the January through December issues of the Studies in the Scriptures from that year. It includes the middle portions of two series: Prayers of the Apostles, The Life and Times of Joshua, the beginning of the series The Great Change, and the end of the series Spiritual Growth–Christian Progress. Chapel Library is republishing the monthly issues; visit our website. This annual volume is about 320 paperback-size pages",Preço: 0.00,Link do livro: https://www.chapellibrary.org/book/si46/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=si46&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=si46&format=epub,Tem versão imprimível: NÃO
Código: si47,"Título: Studies in the Scriptures Annual Vol., 1947",Autor: Arthur W. Pink,"Descrição: A. W. Pink published his monthly expository digest, Studies in the Scriptures, from 1922 to 1953. Each issue contained continuing serialized articles on six to eight subjects. The 380 issues comprise a treasure of immense proportions. These are currently republished serially by Chapel Library. The Annual Volume 1947 contains the January through December issues of the Studies in the Scriptures from that year. It includes the middle portions of two series: Prayers of the Apostles and The Life and Times of Joshua, and the beginning of the series Doctrine of Revelation (inspiration of the Scriptures). Mr. Pink was rarely sidetracked from the great themes of Scripture: grace, justification, and sanctification.",Preço: 0.00,Link do livro: https://www.chapellibrary.org/book/si47/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=si47&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=si47&format=epub,Tem versão imprimível: NÃO
Código: si48,"Título: Studies in the Scriptures Annual Vol., 1948",Autor: Arthur W. Pink,"Descrição: Arthur W. Pink (1886-1952) wrote and published his monthly 28 page expository digest, Studies in the Scriptures, from 1922 to 1953. Each issue contained continuing serialized articles on six to eight subjects. The 380 issues comprise a treasure of immense proportions. These are currently republished serially by Chapel Library. The Annual Volume 1948 contains the January through December issues of the Studies in the Scriptures from that year. It includes the middle portions of three series: Prayers of the Apostles, The Life and Times of Joshua, and the conclusion of the series Doctrine of Revelation. Chapel Library is republishing the monthly issues in eBooks as annual volumes, in print, and in PDF at our website. Arthur W. Pink was rarely sidetracked from the great themes of Scripture: grace, justification, and sanctification.",Preço: 0.00,Link do livro: https://www.chapellibrary.org/book/si48/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=si48&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=si48&format=epub,Tem versão imprimível: NÃO
Código: si49,"Título: Studies in the Scriptures Annual Vol., 1949",Autor: Arthur W. Pink,"Descrição: Arthur W. Pink (1886-1952) wrote and published his monthly 28 page expository digest, Studies in the Scriptures, from 1922 to 1953. Each issue contained continuing serialized articles on six to eight subjects. When one subject was “completed” to the author’s satisfaction, another subject series began in its place in the next issue. In total, the 380 issues comprise a treasure of immense proportions. The Annual Volume 1949 contains the January through December issues of the Studies in the Scriptures. It includes the complete series Glorious Sinai (an examination of the Law and faith), and portions of the series: Prayers of the Apostles and the Life and Times of Joshua, Doctrine of Revelation, and Divine Inspiration of the Scriptures. Chapel Library is republishing the monthly issues in eBooks as annual volumes, and in print and in PDF at our website.",Preço: 0.00,Link do livro: https://www.chapellibrary.org/book/si49/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=si49&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=si49&format=epub,Tem versão imprimível: NÃO
Código: si50,"Título: Studies in the Scriptures Annual Vol., 1950",Autor: Arthur W. Pink,"Descrição: Arthur W. Pink (1886-1952) wrote and published his monthly 28 page expository digest, Studies in the Scriptures, from 1922 to 1953. He mailed it worldwide by paid subscription to whomever desired the deeper truths of God. Each issue contained continuing serialized articles on six to eight subjects. In total, the 380 issues comprise a treasure of immense proportions. The 1950 Annual Volume contains the January through December issues of the Studies in the Scriptures from that year. It contains parts of four series: The Exposition of John's First Epistle, The Life and Times of Joshua, Divine Inspiration of the Scriptures, and The Doctrine of Human Depravity. Chapel Library is republishing the monthly issues; visit our website. This annual volume is about 320 paperback-size pages.",Preço: 0.00,Link do livro: https://www.chapellibrary.org/book/si50/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=si50&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=si50&format=epub,Tem versão imprimível: NÃO
Código: si51,"Título: Studies in the Scriptures Annual Vol., 1951",Autor: Arthur W. Pink,"Descrição: Arthur W. Pink (1886-1952) wrote and published his monthly 28 page expository digest, Studies in the Scriptures, from 1922 to 1953. Each issue contained continuing serialized articles on six to eight subjects. When one subject was “completed” to the author’s satisfaction, another subject series began in its place in the next issue. In total, the 380 issues comprise a treasure of immense proportions. The Annual Volume 1951 contains the January through December issues of the Studies in the Scriptures. It includes portions of the series: Exposition of John's First Epistle, The Life and Times of Joshua, The Doctrine of Human Depravity, and Interpretation of the Scriptures. Chapel Library is republishing the monthly issues in eBooks as annual volumes, and in print and in PDF at our website.",Preço: 0.00,Link do livro: https://www.chapellibrary.org/book/si51/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=si51&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=si51&format=epub,Tem versão imprimível: NÃO
Código: si52,"Título: Studies in the Scriptures Annual Vol., 1952",Autor: Arthur W. Pink,"Descrição: Arthur W. Pink (1886-1952) wrote and published his monthly 28 page expository digest, Studies in the Scriptures, from 1922 to 1953. He mailed it worldwide by paid subscription to whomever desired the deeper truths of God. Each issue contained continuing serialized articles on six to eight subjects. In total, the 380 issues comprise a treasure of immense proportions. The 1952 Annual Volume contains the January through December issues of the Studies in the Scriptures from that year. It includes portions of the following series: Exposition of John's First Epistle, The Life and Times of Joshua, The Doctrine of Human Depravity,  Interpretation of the Scriptures, The Application of the Scriptures, The Doctrine of Mortification, and John the Baptist. Chapel Library is republishing the monthly issues; visit our website. This annual volume is about 289 paperback-size pages.",Preço: 0.00,Link do livro: https://www.chapellibrary.org/book/si52/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=si52&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=si52&format=epub,Tem versão imprimível: NÃO
Código: si53,"Título: Studies in the Scriptures Annual Vol., 1953",Autor: Arthur W. Pink,"Descrição: Arthur W. Pink (1886-1952) wrote and published his monthly 28 page expository digest, Studies in the Scriptures, from 1922 to 1953. He mailed it worldwide by paid subscription to whomever desired the deeper truths of God. Each issue contained continuing serialized articles on six to eight subjects. In total, the 380 issues comprise a treasure of immense proportions. The 1953 Annual Volume contains the January through December issues of the Studies in the Scriptures from that year. It includes the complete series: Profiting from the Word, Saving Faith, Heart Work, Coming to Christ, The Christian's Armour, and The Holy Spirit's Work, and The Everlasting Covenant. It also includes the end of the series The Exposition of John's First Epistle and The Life and Times of Joshua. Chapel Library is republishing the monthly issues; visit our website. This annual volume is about 359 paperback-size pages long.",Preço: 0.00,Link do livro: https://www.chapellibrary.org/book/si53/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=si53&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=si53&format=epub,Tem versão imprimível: NÃO
Código: sugc,Título: Subjection under God's Chastisement,Autor: Arthur W. Pink,"Descrição: In this tract, A. W. Pink sets forth the believer’s proper response to God’s chastisement. All people are born into this world with an evil nature which manifests itself in a spirit of insubordination. Even after conversion, this rebellious nature is not entirely eradicated. Because of this, chastisement is needed to bring us into subjection to the Father. Pink examines various aspects of this subjection:
First, it denotes an acquiescence to God’s sovereign right to do with us as He pleases.
Second, it implies a renunciation of self-will.
Third, it acknowledges God’s righteousness and wisdom in dealing with us.
Fourth, it includes a recognition of His care and love for us.
Fifth, it involves an active performance of His will.
In the end, Pink reveals the two main reasons for this subjection—because He is our Father and because this is the secret of true happiness.",Preço: 0.14,Link do livro: https://www.chapellibrary.org/book/sugc/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=sugc&format=pdf,Link do EPUB: ,Tem versão imprimível: SIM
Código: subsfg,Título: Substitution,Autor: Autor Desconhecido,"Descrição: Lying at the heart of the Bible's blessed Gospel message are the themes of sin, death, God's holiness, justice, wrath, and 
the substitutionary sacrifice of Jesus Christ. 
This is why Paul wrote, ""Christ died for our sins according to the scriptures"" (1Co 15:3). Charles Spurgeon introduces this glorious subject of 
Substitution, 
proclaiming the heart of the Gospel
. 
Arthur Pink instructs us regarding the covenantal aspect of Christ's substitutionary work. Spurgeon then masterfully explains the Great Exchange: the believing sinner's sin and guilt laid upon Christ; Christ's righteousness upon believing sinners. Pink then carefully explains how Christ's substitution is a 
penal 
work. Octavius Winslow reveals how Christ's bloody substitution accomplished an entire pardon for His people. Piling up one Scripture upon another, John Owen gives us a delightful outline and summary of the Bible's revelation of sacrifice and substitution. Finally, Jonathan Edwards magnifies the wisdom of God in the vicarious work of Christ.",Preço: 1.78,Link do livro: https://www.chapellibrary.org/book/subsfg/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=subsfg&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=subsfg&format=epub,Tem versão imprimível: SIM
Código: sufffg,Título: Suffering,Autor: Autor Desconhecido,"Descrição: The road of sanctified suffering is the true road to health, wealth, and prosperity. The suffering Christian has the promised help of the Spirit. As the sufferings of Christ abound in us, so the consolations of Christ abound. God uses our afflictions for our good and His glory. Ultimately they will be compensated btblBooks2]y the ""glory which shall be revealed in us."" They are used by God to purify us of sin. God is calling us to glorify Him in the fire, knowing that all His works are right.",Preço: 1.23,Link do livro: https://www.chapellibrary.org/book/sufffg/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=sufffg&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=sufffg&format=epub,Tem versão imprimível: SIM
Código: saco,Título: Suffering and Consolation,Autor: Charles H. Spurgeon,"Descrição: Charles Spurgeon makes two major points in this tract about suffering. First, whenever trials come into a believer’s life they are always balanced by an equal measure of consolation. Second, suffering always brings benefits that cannot be realized any other way. As Spurgeon puts it, God’s children need a tether to keep them from straying, so “God binds them with afflictions, to keep them near to him, to preserve them…”",Preço: 0.10,Link do livro: https://www.chapellibrary.org/book/saco/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=saco&format=pdf,Link do EPUB: ,Tem versão imprimível: SIM
Código: saum,Título: Suppose an Unholy Man Were to Go to Heaven,Autor: John C. Ryle,"Descrição: Suppose 
for a moment that you were allowed to enter heaven without holiness. What would you do? What enjoyment could you find there? And what would you have in common with the saints of God? Surely their pleasures are not your pleasures and their tastes are not your tastes. With this, J. C. Ryle begins this little tract. He goes on to consider the reader’s preferences—perhaps you love the company of the worldly-minded, the pleasure-seeker, and the profane. There will be 
no
 such people in heaven. Perhaps you think that believers are too strict and serious and would rather avoid them. These will be the 
only
 people in heaven. Ryle reminds of the Scripture: “Without holiness no man shall see the Lord” (Hebrews 
12:14
). And he pointedly asks the reader, “Are you holy?”",Preço: 0.06,Link do livro: https://www.chapellibrary.org/book/saum/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=saum&format=pdf,Link do EPUB: ,Tem versão imprimível: SIM
Código: sog3,"Título: Supremacy of God, The",Autor: Arthur W. Pink,Descrição: a tract about God; sog3 (6p.),Preço: 0.14,Link do livro: https://www.chapellibrary.org/book/sog3/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=sog3&format=pdf,Link do EPUB: ,Tem versão imprimível: SIM
Código: swor,"Título: Surest Way of Relief, The",Autor: Ralph Erskine,Descrição: a booklet about salvation; swor (28p.),Preço: 0.69,Link do livro: https://www.chapellibrary.org/book/swor/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=swor&format=pdf,Link do EPUB: ,Tem versão imprimível: SIM
Código: spra,"Título: Swearer's Prayer, The: His Oath Explained",Autor: Autor Desconhecido,Descrição: a tract about walking with Christ; spra (6p.),Preço: 0.06,Link do livro: https://www.chapellibrary.org/book/spra/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=spra&format=pdf,Link do EPUB: ,Tem versão imprimível: SIM
Código: thhy,Título: Take Heed How Ye Hear,Autor: I. C. Herendeen,Descrição: a tract about walking with Christ; thhy (8p.),Preço: 0.17,Link do livro: https://www.chapellibrary.org/book/thhy/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=thhy&format=pdf,Link do EPUB: ,Tem versão imprimível: SIM
Código: tdau,"Título: Teacher's Daughter, The",Autor: William Reid,"Descrição: In this short booklet, William Reid tells the touching story of young Mary Ann Whyte, a teacher’s daughter in Inverness-shire, Scotland. Mary Ann died rejoicing in Jesus Christ at the early age of seventeen. Relating several conversations leading up to her death, Reid’s story demonstrates her remarkable faith. For example, two days before she died she said to her father, “I know that death’s pangs are on me, but I fear it not. He (Jesus) was three hours in death’s pangs Himself, and should He leave me the same time, I’ll get home at one o’clock; and oh, what a joyful hour.” As those of her household gathered around, her last request was this: “I have called you that I might see you once more, and exhort you for the last time to make 
sure
 of your interest in Jesus. 
Take
 Him, and you shall be happy in life and in death.”",Preço: 0.43,Link do livro: https://www.chapellibrary.org/book/tdau/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=tdau&format=pdf,Link do EPUB: ,Tem versão imprimível: SIM
Código: tatc,Título: Television and the Christian Home,Autor: J. K. Duff,Descrição: a tract about marriage and family; tatc (8p.),Preço: 0.09,Link do livro: https://www.chapellibrary.org/book/tatc/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=tatc&format=pdf,Link do EPUB: ,Tem versão imprimível: SIM
Código: aotefg,Título: Aspects of Temptation,Autor: Autor Desconhecido,"Descrição: With articles by Watson, McCheyne, Luther, Brooks, John Owen, and Erroll Hulse, this issue of the Free Grace Broadcaster deals with the subject of temptation and sin. How do I get victory over my struggle with sin? What does it mean to abstain from fleshly lusts? What kind of helps against temptation are provided to the believer? What does it mean to mortify sin? These and other related topics are dealt with in this helpful booklet.",Preço: 1.64,Link do livro: https://www.chapellibrary.org/book/aotefg/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=aotefg&format=pdf,Link do EPUB: ,Tem versão imprimível: NÃO
Código: tcft,Título: Ten Commandments from the Westminster Larger Catechism,Autor: the Westminster Divines,"Descrição: During the early 1600s, Presbyterians, Congregationalists, and Baptists suffered repeated cycles of persecution at the hands of the Church of England and the crown. The Puritans arose to defend Biblical worship. During the resulting civil war (1642-1649), hierarchical parishes and bishops were abolished by the then Puritan Parliament. A special assembly was appointed to draft a new structure; it met at the historic Westminster Abbey (adjoining the Houses of Parliament) in London. The Westminster Assembly held 1,163 sessions between July 1, 1643, and February 22, 1649.
 
This 
Westminster Confession
 was drafted for the Church of England, and has become the most important of the great Protestant creeds of the Reformation era. It is a summary of major Christian beliefs in thirty-three chapters. Classic reformed biblical theology permeates the confession, with emphasis on the covenant relationships between God and man. A 
Larger Catechism
 was prepared by the Westminster Assembly, to be used by ministers in the pulpit for public teaching (1648). A 
Shorter Catechism
 was published for instructing children.",Preço: 0.69,Link do livro: https://www.chapellibrary.org/book/tcft/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=tcft&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=tcft&format=epub,Tem versão imprimível: SIM
Código: tcom,"Título: Ten Commandments, The",Autor: Arthur W. Pink,Descrição: a booklet about doctrine; tcom (48p.),Preço: 1.64,Link do livro: https://www.chapellibrary.org/book/tcom/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=tcom&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=tcom&format=epub,Tem versão imprimível: SIM
Código: tiat,Título: Ten Indictments Against the Modern Church,Autor: Paul Washer,"Descrição: Ten Indictments Against the Modern Church 
is a sermon preached at the Revival Conference in Atlanta in 2008. “Paul Washer delivered an urgent appeal to the Christians and churches in North America: that many have been believing a false gospel and have false assurance of their salvation! He listed ten indictments against the modern church system in America. This is a historical urgent message. Tell others and spread the message! We need a reformation and revival of a Biblical standard!”—
Greg Gordon (Revival Conference Organizer)",Preço: 1.64,Link do livro: https://www.chapellibrary.org/book/tiat/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=tiat&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=tiat&format=epub,Tem versão imprimível: SIM
Código: trci,Título: Ten Reasons Christmas Is Unscriptural,Autor: Autor Desconhecido,Descrição: a tract about Christmas,Preço: 0.10,Link do livro: https://www.chapellibrary.org/book/trci/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=trci&format=pdf,Link do EPUB: ,Tem versão imprimível: SIM
Código: tohe,"Título: Terrors of Hell, The",Autor: William C. Nichols,"Descrição: Why does the Bible talk about Hell? Is there such a place, and what is it like? Is Hell really forever? Nichols answers these and other questions as he explains the biblical significance of the doctrine of hell. He also very practically applies this truth to all, both believers and unbelievers.",Preço: 0.61,Link do livro: https://www.chapellibrary.org/book/tohe/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=tohe&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=tohe&format=epub,Tem versão imprimível: SIM
Código: toas,"Título: Test of Assurance, A",Autor: Thomas Watson,"Descrição: For those who struggle with assurance of salvation, Thomas Watson gives eight marks characteristic of a true saint of God—he desires God’s presence, does not love sin, is not much in love with anything else, cannot live without God, will be at any pains to get Him, prefers Him to material possessions and to life itself, loves the saints, and is fearful of dishonoring his Lord. One of the most readable Puritans, Watson brings comfort and assurance to the insecure believer as he elaborates on these eight points.",Preço: 0.06,Link do livro: https://www.chapellibrary.org/book/toas/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=toas&format=pdf,Link do EPUB: ,Tem versão imprimível: SIM
Código: thanfg,Título: Thankfulness,Autor: Autor Desconhecido,"Descrição: ""I will extol thee my God, O king; and I will bless thy name for ever and ever. Every day will I bless thee; and I will praise thy name for ever and ever. Great is the LORD, and greatly to be praised; and his greatness is unsearchable. One generation shall praise thy works to another, and shall declare thy mighty acts. I will speak of the glorious honour of thy majesty, and of thy wondrous works. And men shall speak of the might of thy terrible acts: and I will declare thy greatness"" (Psa 145:1-6). The subject of this issue of the Free Grace Broadcaster was chosen in 2004 after the devastation of Hurricane Ivan, in thankfulness to God for sparing Chapel Library. We pray it will be used by God to enflame your heart with thanksgiving to our great God. William Cooper, a Puritan preacher about whom little is known, introduces the theme of thankfulness by declaring why all men should be thankful. In another article he teaches us how to give thanks in everything, even affliction. Richard Sibbes, who inspired men such as John Cotton and David Martyn Lloyd-Jones, briefly describes thankfulness as the disposition of God's people. Thomas Manton explains the holy duty of thankfulness, while John Gill, with characteristic thoroughness, lists a catalogue of Christ-centered reasons for thanking the Triune God. In a message originally delivered to seamen, John Flavel shows how to give thanks for the mercies God has lavished upon us. Charles Spurgeon gives us three articles this time: he exhorts us to give thanks even in times of difficulty and then exposes ingratitude as a sin for which there is no excuse. He finally preaches from the story of the ten lepers whom Christ healed, in which only one returned to thank Him. We pray with all our hearts that your souls will be moved by this Broadcaster to greater and continual thankfulness to our merciful God. He has delivered our souls for ever in Christ Jesus. ""In every thing give thanks: for this is the will of God in Christ Jesus concerning you"" (1Th 5:18).",Preço: 1.78,Link do livro: https://www.chapellibrary.org/book/thanfg/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=thanfg&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=thanfg&format=epub,Tem versão imprimível: SIM
Código: twna,Título: That Worthy Name,Autor: Arthur W. Pink,Descrição: a tract about Jesus Christ; twna (6p.),Preço: 0.14,Link do livro: https://www.chapellibrary.org/book/twna/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=twna&format=pdf,Link do EPUB: ,Tem versão imprimível: SIM
